SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,DATE,TOTALTRADES,ISIN
AAKASH,EQ,180.5,182.45,180,181.4,181.9,179.65,60651,10967054.8,2021-06-16,510,INE087Z01016
AARON,BE,79.9,79.9,74.55,75.25,74.55,78.45,9323,715313.7,2021-06-16,153,INE721Z01010
AARTIDRUGS,EQ,731,748,727.05,736.6,737.55,731.25,430075,317120317.8,2021-06-16,15843,INE767A01016
AARTIIND,EQ,1830.1,1845,1818.95,1827.9,1830,1826.6,291708,534400423.6,2021-06-16,16407,INE769A01020
AARTISURF,EQ,1378.25,1389.9,1365,1370.3,1370,1378.25,12068,16566883.35,2021-06-16,1702,INE09EO01013
AARVEEDEN,BE,24.3,24.5,23.5,24.05,24.05,24.3,13880,335306.85,2021-06-16,72,INE273D01019
AARVI,EQ,68.05,69.8,66.8,68.45,68.8,68.45,41375,2829782.15,2021-06-16,437,INE754X01016
AAVAS,EQ,2496.2,2529.95,2434.25,2505.35,2520,2496.2,58443,145235994.2,2021-06-16,5678,INE216P01012
ABAN,EQ,52,52,50.45,50.85,50.55,50.15,304468,15582611.35,2021-06-16,2719,INE421A01028
ABB,EQ,1699,1728,1673.75,1720.3,1720,1693.95,207324,353875032.7,2021-06-16,12137,INE117A01022
ABBOTINDIA,EQ,16500,16500,16326.65,16446.2,16465,16461.2,7235,118670430.3,2021-06-16,2312,INE358A01014
ABCAPITAL,EQ,123.9,125.7,123,123.35,123.15,125.1,1709444,212173791.9,2021-06-16,10068,INE674K01013
ABFRL,EQ,204.95,205.75,201.95,203.3,202.55,204.5,976813,199077044.3,2021-06-16,9027,INE647O01011
ABFRLPP1,E1,176,176,169.05,171.95,171,172.95,23381,3991888.2,2021-06-16,218,IN9647O01027
ABINFRA,SM,9.8,10.2,9.8,10.2,10.2,9.75,8000,80000,2021-06-16,2,INE00YB01017
ABMINTLTD,EQ,68.55,70,65.5,67.25,66.75,66.85,4339,296449.35,2021-06-16,95,INE251C01017
ABSLBANETF,EQ,348.65,348.88,347.17,347.17,347.17,348.95,479,166656.7,2021-06-16,23,INF209KB1O58
ABSLNN50ET,EQ,395.4,401.99,395.4,397.25,397.25,396.05,138,54966.57,2021-06-16,10,INF209KB1B87
ABSLRIF6RG,MF,9.7,9.99,9.7,9.98,9.99,9.66,18685,181414.91,2021-06-16,13,INF209KB1LL4
ACC,EQ,2042,2053,2013.4,2020.5,2020,2042.95,152299,309195475.4,2021-06-16,8031,INE012A01025
ACCELYA,EQ,1180,1220,1148.45,1190.9,1186,1165.25,402006,477408898.7,2021-06-16,12527,INE793A01012
ACCORD,SM,15.75,15.75,15,15,15,15,4000,61500,2021-06-16,2,INE113X01015
ACCURACY,EQ,80.7,84.7,80.4,83.8,84,82.45,14117,1166353.85,2021-06-16,211,INE648Z01015
ACE,EQ,245.15,246.6,228.85,233.05,233,242.45,3528685,832760188.4,2021-06-16,70330,INE731H01025
ACRYSIL,EQ,539.05,549.1,531.4,535.85,540,538.65,158355,85637468.3,2021-06-16,8656,INE482D01024
ADANIENT,EQ,1510,1538.2,1409.3,1448.3,1427,1538.85,12626149,18866331555,2021-06-16,290100,INE423A01024
ADANIGREEN,BE,1171.05,1235,1162.55,1182.75,1165,1212.2,1781769,2131559882,2021-06-16,43486,INE364U01010
ADANIPORTS,EQ,755,755,697.8,706.7,702,761.85,29440056,21408419869,2021-06-16,501294,INE742F01042
ADANIPOWER,BE,127.25,127.25,127.25,127.25,127.25,133.9,803896,102295766,2021-06-16,13868,INE814H01011
ADANITRANS,BE,1374.1,1374.1,1374.1,1374.1,1374.1,1446.4,70308,96610222.8,2021-06-16,4102,INE931S01010
ADFFOODS,EQ,967,984,951.25,957.05,954.95,979.25,24839,23923300,2021-06-16,3390,INE982B01019
ADL,BE,35.5,37,35.3,35.6,35.5,35.95,3683,133376.25,2021-06-16,47,INE0CHO01012
ADORWELD,EQ,618.3,619.95,602,613.5,610.25,615.25,29420,17976480.9,2021-06-16,2929,INE045A01017
ADROITINFO,EQ,12.2,12.25,11.15,11.4,11.2,11.7,25683,298831.95,2021-06-16,233,INE737B01033
ADSL,EQ,61.9,62.2,61.05,61.55,61.6,61.95,192734,11825583.15,2021-06-16,1103,INE102I01027
ADVANIHOTR,EQ,67,67,63.4,63.8,63.95,65.35,15873,1023209.1,2021-06-16,497,INE199C01026
ADVENZYMES,EQ,414.2,416.15,405.25,414.45,414.25,411.75,247225,101759151.2,2021-06-16,10415,INE837H01020
AEGISCHEM,EQ,365.25,372.8,361,362.75,362.35,364.05,407227,149272157.9,2021-06-16,8878,INE208C01025
AFFLE,BE,5131.25,5155,5115,5124.25,5125,5155.45,20977,107561992.3,2021-06-16,6777,INE00WC01019
AGARIND,EQ,288.45,288.45,288.45,288.45,288.45,262.25,22178,6397244.1,2021-06-16,175,INE204E01012
AGCNET,BE,1296.4,1324,1290,1318,1324,1296.4,4581,5939261.5,2021-06-16,152,INE676A01019
AGRITECH,EQ,45,45.05,43.7,44.65,44.05,45.95,20340,904515.3,2021-06-16,300,INE449G01018
AGROPHOS,EQ,14.95,14.95,14.5,14.7,14.75,14.65,123901,1819449.95,2021-06-16,653,INE740V01019
AHLADA,EQ,183.55,184.75,179,179.8,179.05,180.65,77608,14099319.1,2021-06-16,756,INE00PV01013
AHLEAST,EQ,183.1,183.1,176.95,177.95,178.1,179.9,3062,547053.2,2021-06-16,133,INE926K01017
AHLUCONT,EQ,312.3,324.2,312.3,317.65,316,314.35,12635,4018083.05,2021-06-16,854,INE758C01029
AHLWEST,EQ,216.5,221,215.05,219.2,219,217.05,15085,3297145.5,2021-06-16,640,INE915K01010
AIAENG,EQ,1975,2000,1955,1987.9,1999.9,1965.7,85356,168475828.6,2021-06-16,3288,INE212H01026
AIRAN,EQ,26,26.9,25.05,25.45,25.3,25.8,238595,6186959.8,2021-06-16,1344,INE645W01026
AISL,SM,53.75,53.75,46.35,47.95,48.35,51.5,25200,1234920,2021-06-16,21,INE635Y01015
AJANTPHARM,EQ,2007,2025,1984.95,1991.15,1985,1998.65,91853,184071800.3,2021-06-16,8639,INE031B01049
AJMERA,EQ,181.65,187.9,177.3,184.35,183.35,180.8,424452,78293433.75,2021-06-16,9412,INE298G01027
AJOONI,BE,55.7,56.2,51,52.75,52.8,53.55,138504,7547235.35,2021-06-16,796,INE820Y01013
AKASH,EQ,224.6,224.6,214,217.35,216.3,216.15,39134,8518579.5,2021-06-16,356,INE737W01013
AKG,EQ,31.1,31.1,29.5,30.35,30.35,30.1,4716,143372.6,2021-06-16,105,INE00Y801016
AKSHARCHEM,EQ,364,370,352.3,354.95,353.35,363.8,38335,13810792.95,2021-06-16,2483,INE542B01011
AKSHOPTFBR,BE,7.5,7.5,7.3,7.35,7.35,7.45,297070,2194897.45,2021-06-16,468,INE523B01011
AKZOINDIA,EQ,2332.4,2332.4,2290,2298.55,2290.25,2320.75,4924,11370573.15,2021-06-16,1104,INE133A01011
ALANKIT,EQ,24.2,24.9,23.65,24.25,24.5,23.25,2018409,49047672.05,2021-06-16,6060,INE914E01040
ALBERTDAVD,EQ,525.05,533.4,513.45,515.4,514.9,527.2,49183,25645768.7,2021-06-16,3327,INE155C01010
ALEMBICLTD,EQ,130.2,133.1,127.85,131.85,131.75,130.05,943058,123040277.6,2021-06-16,9912,INE426A01027
ALICON,EQ,567,575.05,555,556.25,555.1,559.8,5990,3378636.6,2021-06-16,729,INE062D01024
ALKALI,EQ,69.45,73.5,68,72.25,72.45,69.15,130722,9372040.8,2021-06-16,4233,INE773I01017
ALKEM,EQ,3189.1,3208.25,3128.9,3183.8,3182.65,3185.9,114110,361857781.6,2021-06-16,12510,INE540L01014
ALKYLAMINE,EQ,3607.85,3614,3555,3561.35,3560,3589.7,44804,160105808.9,2021-06-16,8780,INE150B01039
ALLCARGO,EQ,143,143.65,140.5,141.15,140.55,139.6,772594,109514290.7,2021-06-16,8252,INE418H01029
ALLSEC,EQ,387.9,394.5,380,390.8,387,384.8,23121,8954688.95,2021-06-16,1907,INE835G01018
ALMONDZ,EQ,44.3,46.35,44.25,45.25,45.65,46.15,4146,188019.8,2021-06-16,148,INE326B01027
ALOKINDS,EQ,29.05,30.8,27.1,28.9,28.6,29.3,54581457,1581989968,2021-06-16,81843,INE270A01029
ALPA,BE,57.1,58.5,56.5,57.6,57.7,57.1,33059,1901464.75,2021-06-16,256,INE385I01010
ALPHAGEO,EQ,283.65,286.05,280,280.7,281.9,279.6,23731,6698122.35,2021-06-16,1342,INE137C01018
ALPSINDUS,EQ,2.95,2.95,2.95,2.95,2.95,2.85,6292,18561.4,2021-06-16,12,INE093B01015
AMARAJABAT,EQ,791,791,770,772.05,771,784.55,2118926,1651399561,2021-06-16,57347,INE885A01032
AMBER,EQ,2775,2785.05,2760.05,2770.1,2772.9,2785.1,55740,154335307.2,2021-06-16,11088,INE371P01015
AMBICAAGAR,EQ,23.15,23.25,22.5,22.75,23.25,23.15,18245,417290,2021-06-16,169,INE792B01012
AMBIKCO,EQ,1205,1230,1179.05,1184.2,1191.5,1195.25,35965,43194083.05,2021-06-16,4158,INE540G01014
AMBUJACEM,EQ,341,344,337.6,338.9,339.4,341.45,2006979,683402174,2021-06-16,29322,INE079A01024
AMDIND,EQ,24,24.1,23.4,23.6,23.8,23.6,19184,453341.9,2021-06-16,170,INE005I01014
AMJLAND,EQ,30.3,30.75,29.25,29.6,29.3,30.55,52240,1557792.7,2021-06-16,582,INE606A01024
AMRUTANJAN,EQ,692.35,701.95,692.35,697.25,699.4,698.3,28288,19735144.5,2021-06-16,2090,INE098F01031
ANANTRAJ,BE,59.8,61,58.3,58.45,58.4,60.25,200561,11894015.35,2021-06-16,830,INE242C01024
ANDHRACEMT,BE,15.45,15.45,15.45,15.45,15.45,14.75,271696,4197703.2,2021-06-16,439,INE666E01012
ANDHRAPAP,EQ,253.7,254.9,242.75,244.2,244.9,252.3,80968,19917145.75,2021-06-16,2723,INE435A01028
ANDHRSUGAR,EQ,438.65,449.9,432.3,441.2,442.6,434.35,166835,73888395.9,2021-06-16,9281,INE715B01013
ANGELBRKG,EQ,854.8,865,822.2,832.75,829.5,851.2,268338,224772961.4,2021-06-16,17978,INE732I01013
ANIKINDS,EQ,19.7,19.7,18.3,18.4,18.3,19.2,82060,1537364.6,2021-06-16,364,INE087B01017
ANKITMETAL,BE,1.65,1.65,1.65,1.65,1.65,1.6,6560,10824,2021-06-16,13,INE106I01010
ANMOL,EQ,162,162,155,157.25,162,158.7,21379,3360304.9,2021-06-16,240,INE02AR01019
ANSALAPI,EQ,8.9,8.9,8.3,8.6,8.6,8.7,509984,4299498.3,2021-06-16,725,INE436A01026
ANSALHSG,EQ,8.8,8.8,8.4,8.7,8.7,8.6,82372,708811.05,2021-06-16,233,INE880B01015
ANUP,EQ,884,895,864.55,871.7,870.9,888.9,42878,37557803,2021-06-16,2580,INE294Z01018
ANURAS,EQ,763.9,763.9,748,753,752,761.35,114806,86474613.75,2021-06-16,5226,INE930P01018
APARINDS,EQ,544,544,526.1,529.4,527.5,535.3,83338,44275408.8,2021-06-16,3085,INE372A01015
APCL,EQ,339.8,342,334,340.6,339.25,337.65,83487,28164665.25,2021-06-16,5125,INE071F01012
APCOTEXIND,EQ,326.9,327.15,308.85,310.05,309.45,321.45,132239,41555051.05,2021-06-16,6586,INE116A01032
APEX,EQ,268.6,271.85,266.95,268.5,268.5,269.3,69427,18691611.9,2021-06-16,2301,INE346W01013
APLAPOLLO,EQ,1521.7,1565,1470.1,1487.85,1490,1498.6,351719,525684242.7,2021-06-16,14678,INE702C01027
APLLTD,EQ,1000.05,1019.45,990.65,998.85,997.4,998.35,598719,603072355.2,2021-06-16,20104,INE901L01018
APOLLO,EQ,118.25,119.85,115.8,116.3,116.1,117.35,175082,20520428.95,2021-06-16,3802,INE713T01010
APOLLOHOSP,EQ,3310,3325,3278,3294.2,3283,3298.3,419575,1384753053,2021-06-16,40277,INE437A01024
APOLLOPIPE,EQ,1040,1040,1020,1030.9,1030,1029,15424,15907949.55,2021-06-16,1352,INE126J01016
APOLLOTYRE,EQ,235.2,238.25,232.3,233,233.15,235.2,2415125,567371887.7,2021-06-16,25613,INE438A01022
APOLSINHOT,EQ,840,844,805,816.5,811.05,826.4,1574,1291169.35,2021-06-16,184,INE451F01024
APTECHT,EQ,240.85,243.6,234,235.25,235,241.8,173152,41209569.55,2021-06-16,4238,INE266F01018
ARCHIDPLY,BE,36.2,36.65,35,35.3,35.2,35.65,24737,892431.65,2021-06-16,205,INE877I01016
ARCHIES,EQ,17.85,18.1,17.35,17.65,17.7,17.65,300638,5340712.1,2021-06-16,1611,INE731A01020
ARENTERP,EQ,15.8,15.95,14.75,15.25,15.5,15.2,6678,102987,2021-06-16,78,INE610C01014
ARIES,EQ,130.9,139.9,130.65,133,132.7,130.7,1276654,173906946.3,2021-06-16,19809,INE298I01015
ARIHANT,EQ,27.4,28.25,27.4,27.65,28.25,28.8,17958,496620.45,2021-06-16,179,INE413D01011
ARIHANTCAP,EQ,126.8,129.9,120.3,121.55,122.5,125.1,38297,4727454.7,2021-06-16,571,INE420B01028
ARIHANTSUP,BE,96.2,98.4,91.3,92.35,91.3,96.1,41238,3821499.1,2021-06-16,1491,INE643K01018
ARMANFIN,EQ,643.3,643.3,624,628.75,628.2,643.3,14082,8870599.8,2021-06-16,677,INE109C01017
AROGRANITE,EQ,53.75,56.2,53.4,54.95,53.75,53.75,90118,4951479.7,2021-06-16,858,INE210C01013
ARROWGREEN,BE,165.85,166.2,160,166.2,166.2,158.3,12585,2079458.4,2021-06-16,251,INE570D01018
ARSHIYA,EQ,37.1,37.1,34.55,34.65,34.55,36.35,171486,6057072.6,2021-06-16,752,INE968D01022
ARSSINFRA,BE,32.8,33.5,32,32.85,32.25,32.3,27626,902149.95,2021-06-16,88,INE267I01010
ARTEMISMED,BE,298.05,308.7,298.05,307.2,307,303.3,9127,2783055.45,2021-06-16,112,INE025R01013
ARVEE,BE,127.5,127.75,121.25,125.75,125.75,127.5,3123,392105.15,2021-06-16,123,INE006Z01016
ARVIND,EQ,86.1,86.75,84,84.45,84.6,86.3,725378,61717634.9,2021-06-16,7015,INE034A01011
ARVINDFASN,EQ,140.85,141,138.05,138.7,138.35,140.25,367707,51179977.2,2021-06-16,5580,INE955V01021
ARVSMART,EQ,110.95,111.4,106.2,107.45,107.8,110,65592,7155556.1,2021-06-16,1366,INE034S01021
ASAHIINDIA,EQ,343.7,354,328,330.35,328.6,340.3,735478,252631847.4,2021-06-16,21387,INE439A01020
ASAHISONG,EQ,361.55,363,350,351.2,355.95,356.1,18086,6382674.95,2021-06-16,1577,INE228I01012
ASAL,EQ,54.6,59.3,54,59.25,59.3,53.95,91138,5252932.8,2021-06-16,886,INE900C01027
ASALCBR,EQ,460.65,464.45,450.5,452,452.8,460.65,24559,11194040.65,2021-06-16,2398,INE073G01016
ASHAPURMIN,BE,150,155.2,149.85,151.25,152,149.75,141813,21696585.9,2021-06-16,821,INE348A01023
ASHIANA,EQ,148,148,136,138.3,136,140.35,699803,99587142.9,2021-06-16,10968,INE365D01021
ASHIMASYN,BE,20.15,21.4,20,20,20,20.4,100138,2063546.25,2021-06-16,198,INE440A01010
ASHOKA,EQ,100.7,102,98.6,100.95,100.9,99.9,2872322,288621670.7,2021-06-16,13564,INE442H01029
ASHOKLEY,EQ,128.45,128.9,125.5,125.9,125.85,128.95,15688624,1986301522,2021-06-16,76400,INE208A01029
ASIANHOTNR,EQ,94.15,94.2,92.6,93.05,93.5,93.7,9837,919305.55,2021-06-16,230,INE363A01022
ASIANPAINT,EQ,3029,3042.2,3005.5,3018.7,3017.95,3042.2,859505,2598037094,2021-06-16,45884,INE021A01026
ASIANTILES,EQ,189.8,192,185.15,191.15,189,189.15,1166103,220843420.3,2021-06-16,10918,INE022I01019
ASLIND,SM,12.4,12.4,12.4,12.4,12.4,13,4000,49600,2021-06-16,1,INE617I01024
ASPINWALL,EQ,207.9,224,207.85,220.7,222,206.05,25406,5598973.6,2021-06-16,643,INE991I01015
ASTEC,EQ,1373.05,1416.75,1367.4,1379.75,1380,1373.05,37376,51997793.3,2021-06-16,4440,INE563J01010
ASTERDM,EQ,158.5,158.9,153.5,155.75,155.6,157.8,619887,96786426.6,2021-06-16,6651,INE914M01019
ASTRAL,EQ,1955.7,1973,1922,1959.75,1955,1950.7,250959,490147368.4,2021-06-16,26756,INE006I01046
ASTRAMICRO,EQ,167.5,184.5,166.35,179.85,178.9,167.65,3489074,621329682.3,2021-06-16,31883,INE386C01029
ASTRAZEN,EQ,3780,3822.05,3763.15,3773.05,3770,3808.4,18371,69547243.8,2021-06-16,3122,INE203A01020
ASTRON,EQ,54,56.2,51.9,55.1,55.05,53.75,582216,31858149.55,2021-06-16,6088,INE646X01014
ATALREAL,SM,38,38,37,37,37,39,4800,180000,2021-06-16,3,INE0ALR01011
ATFL,EQ,1009.9,1023.35,965,972.95,976.2,996.55,36695,36137517.1,2021-06-16,4131,INE209A01019
ATGL,BE,1394.35,1394.35,1394.35,1394.35,1394.35,1467.7,233890,326124521.5,2021-06-16,3975,INE399L01023
ATLANTA,EQ,15.05,15.05,14.9,15.05,15.05,14.35,40142,604043.1,2021-06-16,82,INE285H01022
ATUL,EQ,8980.1,9021.9,8911,8942.75,8932.75,8943.65,6737,60464522.85,2021-06-16,1941,INE100A01010
ATULAUTO,EQ,198,200,194,195,194.15,196.7,160501,31470376.75,2021-06-16,5213,INE951D01028
AUBANK,EQ,1064,1065.2,1036.2,1040.5,1041,1061.35,492630,517393418.9,2021-06-16,19067,INE949L01017
AURDIS,SM,33.95,37.45,33.95,37.45,37.45,35.7,4000,142800,2021-06-16,2,INE448V01019
AURIONPRO,EQ,157,157.8,152.2,153.9,154.5,155.5,35386,5469534.5,2021-06-16,1828,INE132H01018
AUROPHARMA,EQ,994,1009.5,980.85,987.6,983,993.75,2971468,2952303816,2021-06-16,65967,INE406A01037
AUSOMENT,EQ,91.9,103.35,82.25,98.7,103.35,86.15,894243,83163909.2,2021-06-16,13934,INE218C01016
AUTOAXLES,EQ,1349.05,1395.45,1334,1347.15,1350,1349.05,16297,22281631.25,2021-06-16,2695,INE449A01011
AUTOIND,EQ,48.6,49.95,47.05,48.3,47.55,48.5,39120,1882631.85,2021-06-16,539,INE718H01014
AVADHSUGAR,EQ,355.9,359.1,343.45,345.9,345.5,356.1,122485,42858005.3,2021-06-16,4932,INE349W01017
AVANTIFEED,EQ,597.45,599.3,584.95,587.3,586,593.1,302330,178991125,2021-06-16,8555,INE871C01038
AVG,SM,59.6,59.6,59.6,59.6,59.6,56.8,4800,286080,2021-06-16,4,INE680Z01018
AVTNPL,EQ,68.25,68.25,66.25,66.65,66.7,67.6,126521,8473137.65,2021-06-16,1949,INE488D01021
AWHCL,EQ,334.65,335.7,327,328.75,328,332.45,71038,23515369.5,2021-06-16,3668,INE01BK01022
AXISBANK,EQ,748.8,756.85,746.25,749.8,747,750.9,8614096,6471301600,2021-06-16,146934,INE238A01034
AXISBNKETF,EQ,349.18,353.5,348.2,349.16,350,350.82,539,189116.39,2021-06-16,46,INF846K01X63
AXISBPSETF,EQ,10.19,10.19,10.16,10.16,10.17,10.17,81924,833333.87,2021-06-16,88,INF846K01Z04
AXISCADES,EQ,93,93.5,88.5,89.8,89.5,93.05,166873,15064387.15,2021-06-16,3437,INE555B01013
AXISGOLD,EQ,42,42.14,41.8,42.01,42,42.07,55812,2344314.42,2021-06-16,3103,INF846K01W80
AXISHCETF,EQ,87.9,88.5,87.11,87.67,87.65,87.56,10771,941559.89,2021-06-16,316,INF846K01Z12
AXISNIFTY,EQ,165.47,165.49,163.4,164.36,164.3,164.92,4270,703048.76,2021-06-16,186,INF846K01W98
AXISTECETF,EQ,275.5,279.85,275.36,278,278,278.36,1112,309593.07,2021-06-16,27,INF846K01Y96
AYMSYNTEX,EQ,73,74,70,73.5,72.6,70.5,89491,6428049,2021-06-16,1534,INE193B01039
BAFNAPH,EQ,147,147,140,141.9,142.8,142.6,7460,1060350.5,2021-06-16,269,INE878I01022
BAGFILMS,BE,3.4,3.5,3.35,3.45,3.45,3.35,186701,642173.8,2021-06-16,255,INE116D01028
BAJAJ-AUTO,EQ,4138.1,4158.05,4102,4110.45,4104,4138.1,216236,890407407,2021-06-16,23952,INE917I01010
BAJAJCON,EQ,294.6,302.95,291.25,295.45,294.85,294.6,1452078,433498243.9,2021-06-16,34639,INE933K01021
BAJAJELEC,EQ,1053,1058.25,1031,1044.95,1039,1049.05,82748,86996182.1,2021-06-16,6898,INE193E01025
BAJAJFINSV,EQ,11810,11985,11775,11856.15,11860,11798.7,247539,2941101199,2021-06-16,30795,INE918I01018
BAJAJHIND,EQ,15.85,15.85,15.1,15.2,15.2,15.85,26853069,408719160.8,2021-06-16,24715,INE306A01021
BAJAJHLDNG,EQ,3545,3575,3521.2,3544.45,3537,3534.2,24015,85134325.6,2021-06-16,3990,INE118A01012
BAJFINANCE,EQ,6140,6160.9,6062.8,6081.6,6096,6161.15,1481658,9051060637,2021-06-16,88957,INE296A01024
BALAJITELE,EQ,70.15,71.2,68.2,68.6,68.5,69.65,380828,26472687.8,2021-06-16,3439,INE794B01026
BALAMINES,EQ,2675,2717,2642,2650.95,2642,2671.05,41794,111580703.9,2021-06-16,3920,INE050E01027
BALAXI,EQ,617.95,617.95,601.65,606.55,604.05,609.8,1358,824127.4,2021-06-16,139,INE618N01014
BALKRISHNA,BE,19.8,21.7,19.8,20,20,20.8,1746,35084.35,2021-06-16,22,INE875R01011
BALKRISIND,EQ,2274.95,2274.95,2240.05,2244.55,2246.25,2274.55,161933,364190763.7,2021-06-16,9575,INE787D01026
BALLARPUR,BZ,1.7,1.7,1.7,1.7,1.7,1.65,422180,717706,2021-06-16,112,INE294A01037
BALMLAWRIE,EQ,143.5,144,140.9,141.25,141.3,142.9,435406,61822528.5,2021-06-16,6568,INE164A01016
BALPHARMA,BE,99.95,100,97,98.3,98.5,98.8,50649,5022181.2,2021-06-16,435,INE083D01012
BALRAMCHIN,EQ,348.1,352.7,334.4,337.1,337.2,348.35,1201854,411670605.5,2021-06-16,26655,INE119A01028
BANARBEADS,EQ,56.05,57.9,55.4,56,56,56.5,10496,595180,2021-06-16,306,INE655B01011
BANARISUG,EQ,1818,1829.95,1765,1792.85,1779,1826.6,2192,3968647.95,2021-06-16,351,INE459A01010
BANCOINDIA,EQ,174.05,189.4,173.7,185.1,187.15,173.5,1987190,365604993.8,2021-06-16,31742,INE213C01025
BANDHANBNK,EQ,323,325.45,319,320.9,321,321.95,3116939,1003431455,2021-06-16,34289,INE545U01014
BANG,EQ,35.5,41.85,35,41.85,41.85,34.9,1741703,70828473.45,2021-06-16,6336,INE863I01016
BANKA,EQ,68.65,70.5,67.65,70.25,70.5,68.55,5242,365198,2021-06-16,104,INE862Y01015
BANKBARODA,EQ,85,87,84.1,84.4,84.25,85.1,54675510,4664663473,2021-06-16,99591,INE028A01039
BANKBEES,EQ,356,356,350.75,351.31,351.4,353.59,366922,129245970.7,2021-06-16,5543,INF204KB15I9
BANKINDIA,EQ,79.7,80.45,78.25,78.45,78.45,79.6,3793556,300393083.4,2021-06-16,13438,INE084A01016
BANSWRAS,EQ,175.95,182.75,174.2,177.55,177,175.9,32408,5767367,2021-06-16,950,INE629D01012
BARBEQUE,EQ,828,833.65,816,827.45,827.95,825.6,56661,46656878.2,2021-06-16,3580,INE382M01027
BARTRONICS,BZ,4.25,4.25,3.9,4.05,4.05,4.1,22639,91073.1,2021-06-16,61,INE855F01034
BASF,EQ,2581.4,2865,2581.4,2774.05,2780,2549.8,929390,2568750381,2021-06-16,70807,INE373A01013
BASML,BE,76,76.45,74.6,75.1,75,75.05,36619,2753349.75,2021-06-16,255,INE186H01022
BATAINDIA,EQ,1645.9,1658,1626.3,1646.1,1641,1646.15,377183,620124901.9,2021-06-16,16934,INE176A01028
BAYERCROP,EQ,5712,5743.5,5630,5655.95,5651,5710.3,34877,197712893.3,2021-06-16,5628,INE462A01022
BBL,EQ,1306.35,1349.9,1292.1,1310.85,1305,1301.95,30366,40215033.5,2021-06-16,3987,INE464A01028
BBTC,EQ,1377.8,1377.8,1335.6,1350.85,1340,1374.55,194880,265119447,2021-06-16,10287,INE050A01025
BBTCL,SM,77,77,77,77,77,75.1,3000,231000,2021-06-16,1,INE01EE01011
BCG,EQ,13.9,13.9,12.9,13.9,13.9,13.25,11228943,153695386.4,2021-06-16,9570,INE425B01027
BCLIND,EQ,188.75,192.35,183.6,186.9,186,187.35,131877,24894978.8,2021-06-16,4420,INE412G01016
BCONCEPTS,SM,25,25,25,25,25,25.25,9000,225000,2021-06-16,3,INE977Y01011
BCP,EQ,4.25,4.3,4,4.1,4.05,4.2,916006,3800909.45,2021-06-16,878,INE905P01028
BDL,EQ,360.15,363.95,358.55,359.45,359.95,360.15,128966,46578355.65,2021-06-16,4381,INE171Z01018
BEARDSELL,BE,14.4,14.4,13.3,13.9,13.8,13.85,12438,170294,2021-06-16,47,INE520H01022
BECTORFOOD,EQ,422.5,422.5,414,414.9,414.65,422.4,190779,79516388.4,2021-06-16,6422,INE495P01012
BEDMUTHA,EQ,35.15,35.5,33.8,34.1,34,35.05,40577,1398710.15,2021-06-16,560,INE844K01012
BEL,EQ,150,151.5,148.25,149.7,149.15,150.7,6569685,985925044,2021-06-16,41618,INE263A01024
BEML,EQ,1354.8,1355,1323.05,1334.35,1329.95,1345.2,513944,688410207.1,2021-06-16,18508,INE258A01016
BEPL,EQ,188.05,190,182.65,184.7,184.85,188.1,876430,162567752.5,2021-06-16,12268,INE922A01025
BERGEPAINT,EQ,821,827.85,816.15,817.9,816.25,823.75,642275,526983189.5,2021-06-16,20044,INE463A01038
BESTAGRO,EQ,298.05,301.1,294.45,296.85,295,296.35,40071,11903595.15,2021-06-16,445,INE052T01013
BETA,SM,301.5,304.4,298.75,304.4,304.4,289.95,7200,2175200,2021-06-16,9,INE351Y01019
BFINVEST,EQ,363.6,364,347,355.25,357,361.1,200387,71413089.6,2021-06-16,6869,INE878K01010
BFUTILITIE,EQ,430.3,438,413.9,428.2,435.5,429.75,971915,415789002.9,2021-06-16,21950,INE243D01012
BGRENERGY,EQ,68.6,72.4,66.1,69.9,69.3,67.9,830512,57892011.45,2021-06-16,7414,INE661I01014
BHAGERIA,EQ,263.45,275.8,258.7,264.8,262.7,262.25,388352,103928250.4,2021-06-16,15167,INE354C01027
BHAGYANGR,EQ,57.6,57.6,53,53.55,53.2,55.9,53979,2939110.15,2021-06-16,497,INE458B01036
BHAGYAPROP,EQ,28.85,28.85,28,28.2,28.35,28.4,17527,493889.75,2021-06-16,280,INE363W01018
BHANDARI,EQ,3.5,3.5,3.5,3.5,3.5,3.35,216827,758894.5,2021-06-16,120,INE474E01029
BHARATFORG,EQ,743.8,744.8,729,731.85,730.9,741.5,1616971,1187687623,2021-06-16,56355,INE465A01025
BHARATGEAR,EQ,109,109,105.25,106.65,106,109.15,32235,3441581.2,2021-06-16,1219,INE561C01019
BHARATRAS,EQ,12655,13263.95,12567,12928.7,12900,12567,5269,67997536.85,2021-06-16,2131,INE838B01013
BHARATWIRE,EQ,60,60,56.55,58.6,58.5,58.5,35163,2035162,2021-06-16,316,INE316L01019
BHARTIARTL,EQ,543.8,543.8,534.9,536.75,536,542.5,9860470,5304126675,2021-06-16,101959,INE397D01024
BHEL,EQ,69.45,69.6,66.35,67,66.55,69.65,76338651,5183232595,2021-06-16,161396,INE257A01026
BIGBLOC,EQ,104,104,99,100.05,99.15,100.6,8539,866215.55,2021-06-16,123,INE412U01017
BIL,BE,264,264.9,250,251.6,251,254.7,21827,5582965.8,2021-06-16,331,INE828A01016
